nome_propriedade,tipo,endereco,cidade,estado,cep,condado,lat,lon,status,avaliacao_media,total_avaliacoes,nome_proprietario,tipo_proprietario,endereco_correspondencia,cidade_correspondencia,estado_correspondencia,cep_correspondencia
Michigan City Campground,rv_park,"1601 US-421, Michigan City, IN 46360, USA",Michigan City,IN,46360,LaPorte County,41.6326250,-86.8929636,OPERATIONAL,4.2,568,Michigan City Campground,business,"1601 US-421, Michigan City, IN 46360, USA",Michigan City,IN,46360
Elkhart Co. / Middlebury KOA Holiday,rv_park,"52867 IN-13, Middlebury, IN 46540, USA",Middlebury,IN,46540,Elkhart County,41.7275528,-85.6840595,OPERATIONAL,4.1,636,Elkhart Co. / Middlebury KOA Holiday,business,"52867 IN-13, Middlebury, IN 46540, USA",Middlebury,IN,46540
Pine Hills,rv_park,"12515 Bonnie Ln, Middlebury, IN 46540, USA",Middlebury,IN,46540,Elkhart County,41.7249940,-85.7081815,OPERATIONAL,3.7,93,Pine Hills,business,"12515 Bonnie Ln, Middlebury, IN 46540, USA",Middlebury,IN,46540
Spring Valley Campground,campground,"8186 W County Rd 575 N, Middletown, IN 47356, USA",Middletown,IN,47356,Henry County,40.0183250,-85.5400270,OPERATIONAL,4.4,208,Spring Valley Campground,business,"8186 W County Rd 575 N, Middletown, IN 47356, USA",Middletown,IN,47356
Campground Control Station,campground,"Milan, IN 47031, USA",Milan,IN,47031,Ripley County,39.0758207,-85.2261544,OPERATIONAL,4.6,30,Campground Control Station,business,"Milan, IN 47031, USA",Milan,IN,47031
Delaware Campground,campground,"4258 N Co Rd 150 E, Milan, IN 47031, USA",Milan,IN,47031,Ripley County,39.1383179,-85.2342967,OPERATIONAL,4.4,58,Delaware Campground,business,"4258 N Co Rd 150 E, Milan, IN 47031, USA",Milan,IN,47031
Cave Country Canoes,campground,"112 W Main St, Milltown, IN 47145, USA",Milltown,IN,47145,Crawford County,38.3413670,-86.2745900,OPERATIONAL,4.7,1729,Cave Country Canoes,business,"112 W Main St, Milltown, IN 47145, USA",Milltown,IN,47145
Old Mill Blue River Retreat- Primitive Camping,campground,"10500 E Daugherty Ln, Milltown, IN 47145, USA",Milltown,IN,47145,Crawford County,38.4097229,-86.2579167,OPERATIONAL,4.9,11,Old Mill Blue River Retreat- Primitive Camping,business,"10500 E Daugherty Ln, Milltown, IN 47145, USA",Milltown,IN,47145
"Lake Shore Estates, LLC",rv_park,"815 W Douglas Rd #167, Mishawaka, IN 46545, USA",Mishawaka,IN,46545,St. Joseph County,41.7086450,-86.1954521,OPERATIONAL,4.1,55,"Lake Shore Estates, LLC",business,"815 W Douglas Rd #167, Mishawaka, IN 46545, USA",Mishawaka,IN,46545
Campground,campground,"100 Spring Mill - Campground, Mitchell, IN 47446, USA",Mitchell,IN,47446,Lawrence County,38.7361721,-86.4028007,OPERATIONAL,4.5,24,Campground,business,"100 Spring Mill - Campground, Mitchell, IN 47446, USA",Mitchell,IN,47446
Lakeside Estates,rv_park,"1 Northside Village, Mitchell, IN 47446, USA",Mitchell,IN,47446,Lawrence County,38.7452720,-86.4750760,OPERATIONAL,3.3,43,Lakeside Estates,business,"1 Northside Village, Mitchell, IN 47446, USA",Mitchell,IN,47446
Martin State Forest Campground,campground,"Unnamed Road, Mitchell, IN 47446, USA",Mitchell,IN,47446,Martin County,38.6989221,-86.7217904,OPERATIONAL,4.1,16,Martin State Forest Campground,business,"Unnamed Road, Mitchell, IN 47446, USA",Mitchell,IN,47446
Adventure Bound Camping Resorts - Kamp Modoc,rv_park,"9773 S 800 W, Modoc, IN 47358, USA",Modoc,IN,47358,Randolph County,40.0221741,-85.1262383,OPERATIONAL,4.0,315,Adventure Bound Camping Resorts - Kamp Modoc,business,"9773 S 800 W, Modoc, IN 47358, USA",Modoc,IN,47358
Modoc RV Park,rv_park,"8419 S 800 W, Modoc, IN 47358, USA",Modoc,IN,47358,Randolph County,40.0418223,-85.1264714,OPERATIONAL,4.8,21,Modoc RV Park,business,"8419 S 800 W, Modoc, IN 47358, USA",Modoc,IN,47358
Pigeon River Fish & Wildlife Area,campground,"8310 E 300 N Box 71, Mongo, IN 46771, USA",Mongo,IN,46771,LaGrange County,41.6849479,-85.2669686,OPERATIONAL,4.6,203,Pigeon River Fish & Wildlife Area,business,"8310 E 300 N Box 71, Mongo, IN 46771, USA",Mongo,IN,46771
Trading Post Outfitters,campground,"7525 E 300 N, Mongo, IN 46771, USA",Mongo,IN,46771,LaGrange County,41.6858210,-85.2824227,OPERATIONAL,4.7,792,Trading Post Outfitters,business,"7525 E 300 N, Mongo, IN 46771, USA",Mongo,IN,46771
Dream Acres Camp Ground,campground,"2746 IN-16, Monon, IN 47959, USA",Monon,IN,47959,White County,40.8676453,-86.8199568,OPERATIONAL,4.4,82,Dream Acres Camp Ground,business,"2746 IN-16, Monon, IN 47959, USA",Monon,IN,47959
Rising Sun Campground,campground,"7510 County Rd N 250 E, Monterey, IN 46960, USA",Monterey,IN,46960,Pulaski County,41.1641930,-86.5579326,OPERATIONAL,4.6,330,Rising Sun Campground,business,"7510 County Rd N 250 E, Monterey, IN 46960, USA",Monterey,IN,46960
Glendale Campground,campground,"141702100006000004, Montgomery, IN 47558, USA",Montgomery,IN,47558,Daviess County,38.5496103,-87.0425221,OPERATIONAL,4.6,129,Glendale Campground,business,"141702100006000004, Montgomery, IN 47558, USA",Montgomery,IN,47558
Hudsonville Family Campground,campground,"5064 County Rd 800 S, Montgomery, IN 47558, USA",Montgomery,IN,47558,Daviess County,38.5392860,-87.0707105,OPERATIONAL,4.7,30,Hudsonville Family Campground,business,"5064 County Rd 800 S, Montgomery, IN 47558, USA",Montgomery,IN,47558
Montgomery Camp Office,campground,"6836 Park Rd, Montgomery, IN 47558, USA",Montgomery,IN,47558,Daviess County,38.6695665,-87.0410629,OPERATIONAL,4.6,37,Montgomery Camp Office,business,"6836 Park Rd, Montgomery, IN 47558, USA",Montgomery,IN,47558
Montgomery Ruritan Club,campground,"6907 E Pk Rd, Montgomery, IN 47558, USA",Montgomery,IN,47558,Daviess County,38.6688294,-87.0384262,OPERATIONAL,4.6,56,Montgomery Ruritan Club,business,"6907 E Pk Rd, Montgomery, IN 47558, USA",Montgomery,IN,47558
Angel Shores Mobile Home Park,rv_park,"11730 W 850 N #30, Monticello, IN 47960, USA",Monticello,IN,47960,Carroll County,40.6725730,-86.7466430,OPERATIONAL,4.8,17,Angel Shores Mobile Home Park,business,"11730 W 850 N #30, Monticello, IN 47960, USA",Monticello,IN,47960
Elson Ponderosa Trailer Park,rv_park,"Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.8686142,-86.7684384,OPERATIONAL,4.4,33,Elson Ponderosa Trailer Park,business,"Monticello, IN 47960, USA",Monticello,IN,47960
Indiana Beach / Monticello KOA Holiday,rv_park,"2882 NW Shafer Dr, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.7943563,-86.7810692,OPERATIONAL,3.6,288,Indiana Beach / Monticello KOA Holiday,business,"2882 NW Shafer Dr, Monticello, IN 47960, USA",Monticello,IN,47960
Indiana Beach Boardwalk Resort,campground,"5224 E Indiana Beach Rd, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.7913758,-86.7713029,CLOSED_TEMPORARILY,4.1,5819,Indiana Beach Boardwalk Resort,business,"5224 E Indiana Beach Rd, Monticello, IN 47960, USA",Monticello,IN,47960
Indiana Beach Camp Grounds,campground,"2732 NW Shafer Dr, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.7920603,-86.7803299,OPERATIONAL,3.9,721,Indiana Beach Camp Grounds,business,"2732 NW Shafer Dr, Monticello, IN 47960, USA",Monticello,IN,47960
Lake Hill Park,rv_park,"3832 NW Shafer Dr, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.8089302,-86.7972596,OPERATIONAL,4.9,18,Lake Hill Park,business,"3832 NW Shafer Dr, Monticello, IN 47960, USA",Monticello,IN,47960
Lost Acres Camping Resort,rv_park,"3148 N 400 E, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.7995293,-86.7955748,OPERATIONAL,4.0,213,Lost Acres Camping Resort,business,"3148 N 400 E, Monticello, IN 47960, USA",Monticello,IN,47960
Stevenson's Point LLC,rv_park,"4263 E 400 N, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.8112426,-86.7892927,OPERATIONAL,4.6,53,Stevenson's Point LLC,business,"4263 E 400 N, Monticello, IN 47960, USA",Monticello,IN,47960
Walnut Ridge RV Resort,campground,"11752 W 800 N, Monticello, IN 47960, USA",Monticello,IN,47960,Carroll County,40.6645486,-86.7510785,OPERATIONAL,4.3,19,Walnut Ridge RV Resort,business,"11752 W 800 N, Monticello, IN 47960, USA",Monticello,IN,47960
White Oaks on the Lake RV Resort,campground,"12084 N White Oaks Dr, Monticello, IN 47960, USA",Monticello,IN,47960,Carroll County,40.6840643,-86.7522063,OPERATIONAL,4.5,169,White Oaks on the Lake RV Resort,business,"12084 N White Oaks Dr, Monticello, IN 47960, USA",Monticello,IN,47960
Moores Hill Manufactured Home Community,rv_park,"14633 IN-350, Moores Hill, IN 47032, USA",Moores Hill,IN,47032,Dearborn County,39.1178121,-85.0905123,OPERATIONAL,2.9,28,Moores Hill Manufactured Home Community,business,"14633 IN-350, Moores Hill, IN 47032, USA",Moores Hill,IN,47032
Ashbury Ridge Manufactured Home Community,rv_park,"47 Ashbury Ridge, Mooresville, IN 46158, USA",Mooresville,IN,46158,Morgan County,39.5896280,-86.3368530,OPERATIONAL,4.3,65,Ashbury Ridge Manufactured Home Community,business,"47 Ashbury Ridge, Mooresville, IN 46158, USA",Mooresville,IN,46158
CICA Campgrounds,campground,"9023 N Old State Rd 67, Mooresville, IN 46158, USA",Mooresville,IN,46158,Morgan County,39.5586315,-86.3737683,OPERATIONAL,4.2,11,CICA Campgrounds,business,"9023 N Old State Rd 67, Mooresville, IN 46158, USA",Mooresville,IN,46158
Country Manor,rv_park,"64-110 Chisholm Trail, Mooresville, IN 46158, USA",Mooresville,IN,46158,Morgan County,39.5520043,-86.3794470,OPERATIONAL,3.5,101,Country Manor,business,"64-110 Chisholm Trail, Mooresville, IN 46158, USA",Mooresville,IN,46158
Echo Lake Manufactured Home Community,rv_park,"825 W Greencastle Rd, Mooresville, IN 46158, USA",Mooresville,IN,46158,Morgan County,39.6151328,-86.4434445,OPERATIONAL,3.7,191,Echo Lake Manufactured Home Community,business,"825 W Greencastle Rd, Mooresville, IN 46158, USA",Mooresville,IN,46158
Mooresville Acres,rv_park,"1 Chisholm Trail, Mooresville, IN 46158, USA",Mooresville,IN,46158,Morgan County,39.5516324,-86.3787095,OPERATIONAL,3.2,207,Mooresville Acres,business,"1 Chisholm Trail, Mooresville, IN 46158, USA",Mooresville,IN,46158
Bill Monroe Music Park & Campground,rv_park,"5163 N State Rd 135, Morgantown, IN 46160, USA",Morgantown,IN,46160,Brown County,39.2704091,-86.2486618,OPERATIONAL,4.4,555,Bill Monroe Music Park & Campground,business,"5163 N State Rd 135, Morgantown, IN 46160, USA",Morgantown,IN,46160
Camp Buckwood,campground,"8670 Spearsville Rd, Morgantown, IN 46160, USA",Morgantown,IN,46160,Brown County,39.3233110,-86.2167629,OPERATIONAL,4.7,77,Camp Buckwood,business,"8670 Spearsville Rd, Morgantown, IN 46160, USA",Morgantown,IN,46160
Four Seasons Inn & RV Park,rv_park,"70 IN-62 West, Mt Vernon, IN 47620, USA",Mount Vernon,IN,47620,Posey County,37.9284934,-87.9276580,OPERATIONAL,4.4,159,Four Seasons Inn & RV Park,business,"70 IN-62 West, Mt Vernon, IN 47620, USA",Mount Vernon,IN,47620
Russell Mobile Home Park,rv_park,"1600 Seibert Ln, Mt Vernon, IN 47620, USA",Mount Vernon,IN,47620,Posey County,37.9502729,-87.8651859,OPERATIONAL,2.7,40,Russell Mobile Home Park,business,"1600 Seibert Ln, Mt Vernon, IN 47620, USA",Mount Vernon,IN,47620
Big Oak Campground,rv_park,"9401 N 500 W Rd, Muncie, IN 47304, USA",Muncie,IN,47304,Delaware County,40.2742564,-85.4839164,OPERATIONAL,4.0,155,Big Oak Campground,business,"9401 N 500 W Rd, Muncie, IN 47304, USA",Muncie,IN,47304
Country Acres LLC,rv_park,"9500 Wheeling Ave #70, Muncie, IN 47304, USA",Muncie,IN,47304,Delaware County,40.2753829,-85.4320766,OPERATIONAL,3.4,75,Country Acres LLC,business,"9500 Wheeling Ave #70, Muncie, IN 47304, USA",Muncie,IN,47304
Countryside Estates,,"4412 S Clubhouse Rd, Muncie, IN 47302, USA",Muncie,IN,47302,Delaware County,40.1534732,-85.3689766,OPERATIONAL,3.9,44,Countryside Estates,business,"4412 S Clubhouse Rd, Muncie, IN 47302, USA",Muncie,IN,47302
Countryview Farms Manufactured Home Community,rv_park,"5900 W Co Rd 350 N #45, Muncie, IN 47304, USA",Muncie,IN,47304,Delaware County,40.2411590,-85.4539779,OPERATIONAL,3.2,192,Countryview Farms Manufactured Home Community,business,"5900 W Co Rd 350 N #45, Muncie, IN 47304, USA",Muncie,IN,47304
Holiday Park,rv_park,"3500 W Brookfield Dr, Muncie, IN 47302, USA",Muncie,IN,47302,Delaware County,40.1768608,-85.4262924,OPERATIONAL,4.0,90,Holiday Park,business,"3500 W Brookfield Dr, Muncie, IN 47302, USA",Muncie,IN,47302
Meadowview Farms Manufactured Home Community,rv_park,"3401 N Meadowview Pl, Muncie, IN 47303, USA",Muncie,IN,47303,Delaware County,40.2205798,-85.3568013,OPERATIONAL,3.7,87,Meadowview Farms Manufactured Home Community,business,"3401 N Meadowview Pl, Muncie, IN 47303, USA",Muncie,IN,47303
Away A Day RV Campground,campground,"5515 IN-46, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1934147,-86.1450867,OPERATIONAL,4.7,74,Away A Day RV Campground,business,"5515 IN-46, Nashville, IN 47448, USA",Nashville,IN,47448
Brown County / Nashville KOA Holiday,rv_park,"2248 IN-46, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1989775,-86.2047312,OPERATIONAL,4.6,408,Brown County / Nashville KOA Holiday,business,"2248 IN-46, Nashville, IN 47448, USA",Nashville,IN,47448
Brown County State Park,campground,"Unnamed Road, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1549854,-86.2362349,OPERATIONAL,4.7,62,Brown County State Park,business,"Unnamed Road, Nashville, IN 47448, USA",Nashville,IN,47448
Brown County State Park Raccoon Ridge Campground,campground,"Deer Ln, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1495016,-86.2315652,OPERATIONAL,4.6,28,Brown County State Park Raccoon Ridge Campground,business,"Deer Ln, Nashville, IN 47448, USA",Nashville,IN,47448
Brown County State Park Taylor Ridge,campground,"Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1474288,-86.2388586,OPERATIONAL,4.6,21,Brown County State Park Taylor Ridge,business,"Nashville, IN 47448, USA",Nashville,IN,47448
eXplore Brown County,rv_park,"2620 Valley Branch Rd, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1607595,-86.1530368,OPERATIONAL,4.8,543,eXplore Brown County,business,"2620 Valley Branch Rd, Nashville, IN 47448, USA",Nashville,IN,47448
Friends O' Mine Campground & Cabins,campground,"4557 IN-46, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1899258,-86.1618232,OPERATIONAL,4.3,344,Friends O' Mine Campground & Cabins,business,"4557 IN-46, Nashville, IN 47448, USA",Nashville,IN,47448
Horsemen's Campground,campground,"Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1241884,-86.1910680,OPERATIONAL,5.0,2,Horsemen's Campground,business,"Nashville, IN 47448, USA",Nashville,IN,47448
Yellowwood Campground,campground,"Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1918973,-86.3451372,OPERATIONAL,4.7,35,Yellowwood Campground,business,"Nashville, IN 47448, USA",Nashville,IN,47448
Yellowwood State Forest Camp Sites,campground,"Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1791616,-86.3364126,OPERATIONAL,4.8,28,Yellowwood State Forest Camp Sites,business,"Nashville, IN 47448, USA",Nashville,IN,47448
The Pines,rv_park,"100 White Pine Blvd, New Albany, IN 47150, USA",New Albany,IN,47150,Floyd County,38.3530846,-85.8158282,OPERATIONAL,4.0,58,The Pines,business,"100 White Pine Blvd, New Albany, IN 47150, USA",New Albany,IN,47150
Lakeside RV Resort,rv_park,"7089 N Chicago Rd, New Carlisle, IN 46552, USA",New Carlisle,IN,46552,LaPorte County,41.7096561,-86.5370245,OPERATIONAL,3.9,45,Lakeside RV Resort,business,"7089 N Chicago Rd, New Carlisle, IN 46552, USA",New Carlisle,IN,46552
Mini Mountain Campground,rv_park,"32351 IN-2, New Carlisle, IN 46552, USA",New Carlisle,IN,46552,St. Joseph County,41.6749829,-86.4946994,OPERATIONAL,3.7,252,Mini Mountain Campground,business,"32351 IN-2, New Carlisle, IN 46552, USA",New Carlisle,IN,46552
Cornerstone Campground and Retreat Center,campground,"75 W County Road 500 S, New Castle, IN 47362, USA",New Castle,IN,47362,Henry County,39.8557670,-85.3869000,OPERATIONAL,4.7,221,Cornerstone Campground and Retreat Center,business,"75 W County Road 500 S, New Castle, IN 47362, USA",New Castle,IN,47362
Glenwood Park,rv_park,"300 Glenwood Dr, New Castle, IN 47362, USA",New Castle,IN,47362,Henry County,39.9165769,-85.3876300,OPERATIONAL,3.5,38,Glenwood Park,business,"300 Glenwood Dr, New Castle, IN 47362, USA",New Castle,IN,47362
New Castle Mobile Home Community,rv_park,"2121, lot 157 Spring St, New Castle, IN 47362, USA",New Castle,IN,47362,Henry County,39.9332357,-85.3816490,OPERATIONAL,3.1,82,New Castle Mobile Home Community,business,"2121, lot 157 Spring St, New Castle, IN 47362, USA",New Castle,IN,47362
Walnut Ridge Campground,campground,"408 N County Rd 300 W, New Castle, IN 47362, USA",New Castle,IN,47362,Henry County,39.9377145,-85.4436957,OPERATIONAL,4.3,122,Walnut Ridge Campground,business,"408 N County Rd 300 W, New Castle, IN 47362, USA",New Castle,IN,47362
Westwood Park,campground,"1900 S County Rd 275 W, New Castle, IN 47362, USA",New Castle,IN,47362,Henry County,39.9021070,-85.4368971,OPERATIONAL,4.3,148,Westwood Park,business,"1900 S County Rd 275 W, New Castle, IN 47362, USA",New Castle,IN,47362
Harmonie State Park,,"3451 Harmonie State Park Rd, New Harmony, IN 47631, USA",New Harmony,IN,47631,Posey County,38.0901157,-87.9446313,OPERATIONAL,4.6,693,Harmonie State Park,business,"3451 Harmonie State Park Rd, New Harmony, IN 47631, USA",New Harmony,IN,47631
Harmonie State Park Campground,campground,"3451 Harmonie State Park Rd, New Harmony, IN 47631, USA",New Harmony,IN,47631,Posey County,38.0621474,-87.9481365,OPERATIONAL,4.8,71,Harmonie State Park Campground,business,"3451 Harmonie State Park Rd, New Harmony, IN 47631, USA",New Harmony,IN,47631
Jefferson Township Park,,"1702 Webster Rd, New Haven, IN 46774, USA",New Haven,IN,46774,Allen County,41.0746003,-84.9235981,OPERATIONAL,4.6,45,Jefferson Township Park,business,"1702 Webster Rd, New Haven, IN 46774, USA",New Haven,IN,46774
Heritage Hills Pointe East Mobile Home Park,rv_park,"4833 Salem Dr, Newburgh, IN 47630, USA",Newburgh,IN,47630,Warrick County,37.9620644,-87.3764599,OPERATIONAL,2.8,22,Heritage Hills Pointe East Mobile Home Park,business,"4833 Salem Dr, Newburgh, IN 47630, USA",Newburgh,IN,47630
Heritage Hills Pointe West Mobile Home Park,rv_park,"7419 IN-66, Newburgh, IN 47630, USA",Newburgh,IN,47630,Warrick County,37.9643213,-87.3786558,OPERATIONAL,4.2,5,Heritage Hills Pointe West Mobile Home Park,business,"7419 IN-66, Newburgh, IN 47630, USA",Newburgh,IN,47630
Knob Hill Place,rv_park,"1000 IN-662, Newburgh, IN 47630, USA",Newburgh,IN,47630,Warrick County,37.9518204,-87.4173115,OPERATIONAL,4.3,40,Knob Hill Place,business,"1000 IN-662, Newburgh, IN 47630, USA",Newburgh,IN,47630
Backstage Campground,campground,"15017 Prairie Baptist Rd, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.0084549,-85.9021724,OPERATIONAL,4.5,24,Backstage Campground,business,"15017 Prairie Baptist Rd, Noblesville, IN 46060, USA",Noblesville,IN,46060
Koteewi Run Seasonal Slopes,campground,"11800 Koteewi Dr, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.1180626,-85.9636918,OPERATIONAL,4.4,282,Koteewi Run Seasonal Slopes,business,"11800 Koteewi Dr, Noblesville, IN 46060, USA",Noblesville,IN,46060
Mud Creek Campgrounds,campground,"15420 E 146th St, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.0027219,-85.8893185,OPERATIONAL,4.7,42,Mud Creek Campgrounds,business,"15420 E 146th St, Noblesville, IN 46060, USA",Noblesville,IN,46060
Sleepybear Campground,campground,"13231 E 146th St, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.0007171,-85.9297958,OPERATIONAL,4.6,326,Sleepybear Campground,business,"13231 E 146th St, Noblesville, IN 46060, USA",Noblesville,IN,46060
Suburban Estates Mobile Home,rv_park,"3288 Cicero Rd #25, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.0918552,-86.0118384,OPERATIONAL,3.6,39,Suburban Estates Mobile Home,business,"3288 Cicero Rd #25, Noblesville, IN 46060, USA",Noblesville,IN,46060
Tall Timbers Mobile Home Park,rv_park,"15042 IN-32 E Lot # Office, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.0590580,-85.8981047,OPERATIONAL,3.0,34,Tall Timbers Mobile Home Park,business,"15042 IN-32 E Lot # Office, Noblesville, IN 46060, USA",Noblesville,IN,46060
Westbrook Village Mobile Home,rv_park,"17301 River Rd #164, Noblesville, IN 46062, USA",Noblesville,IN,46062,Hamilton County,40.0383743,-86.0313430,OPERATIONAL,4.3,135,Westbrook Village Mobile Home,business,"17301 River Rd #164, Noblesville, IN 46062, USA",Noblesville,IN,46062
Potato Creek State Park Campground,campground,"North Liberty, IN 46554, USA",North Liberty,IN,46554,St. Joseph County,41.5577081,-86.3606923,OPERATIONAL,4.7,89,Potato Creek State Park Campground,business,"North Liberty, IN 46554, USA",North Liberty,IN,46554
Art's Country Park,campground,"4071 E 1000 N, North Manchester, IN 46962, USA",North Manchester,IN,46962,Wabash County,40.9727188,-85.7198427,OPERATIONAL,4.6,63,Art's Country Park,business,"4071 E 1000 N, North Manchester, IN 46962, USA",North Manchester,IN,46962
Long Lake Resort,rv_park,"11082 N 200 W #2600, North Manchester, IN 46962, USA",North Manchester,IN,46962,Wabash County,40.9864660,-85.8377860,OPERATIONAL,4.8,113,Long Lake Resort,business,"11082 N 200 W #2600, North Manchester, IN 46962, USA",North Manchester,IN,46962
Brookside Estates,rv_park,"10 Sandy Brook Dr, North Vernon, IN 47265, USA",North Vernon,IN,47265,Jennings County,39.0131416,-85.6457977,OPERATIONAL,3.6,52,Brookside Estates,business,"10 Sandy Brook Dr, North Vernon, IN 47265, USA",North Vernon,IN,47265
Deer Creek Campground,campground,"505 Private Rd 250 N, North Vernon, IN 47265, USA",North Vernon,IN,47265,Jennings County,39.0222550,-85.6020942,OPERATIONAL,4.5,40,Deer Creek Campground,business,"505 Private Rd 250 N, North Vernon, IN 47265, USA",North Vernon,IN,47265
Camp Crosley YMCA (Main Camp),campground,"165 EMS T2 Ln, North Webster, IN 46555, USA",North Webster,IN,46555,Kosciusko County,41.3177824,-85.7222654,OPERATIONAL,4.6,152,Camp Crosley YMCA (Main Camp),business,"165 EMS T2 Ln, North Webster, IN 46555, USA",North Webster,IN,46555
Ponderosa Campground,campground,"9500 E Ponderosa Dr, North Webster, IN 46555, USA",North Webster,IN,46555,Kosciusko County,41.3081735,-85.6619717,OPERATIONAL,4.0,16,Ponderosa Campground,business,"9500 E Ponderosa Dr, North Webster, IN 46555, USA",North Webster,IN,46555
Webster Estates Mobile Home Community,rv_park,"312 Crystal Flash Rd, North Webster, IN 46555, USA",North Webster,IN,46555,Kosciusko County,41.3316248,-85.6999600,OPERATIONAL,5.0,1,Webster Estates Mobile Home Community,business,"312 Crystal Flash Rd, North Webster, IN 46555, USA",North Webster,IN,46555
New Lake Campground,,"2205 S 1350 E, Oakland City, IN 47660, USA",Oakland City,IN,47660,Gibson County,38.3233947,-87.3201980,OPERATIONAL,4.5,111,New Lake Campground,business,"2205 S 1350 E, Oakland City, IN 47660, USA",Oakland City,IN,47660
New Vision RV Park,rv_park,"13552 US-41, Oaktown, IN 47561, USA",Oaktown,IN,47561,Knox County,38.8741141,-87.4349220,OPERATIONAL,4.2,91,New Vision RV Park,business,"13552 US-41, Oaktown, IN 47561, USA",Oaktown,IN,47561
Manapogo RV Campground,campground,"5495 W 760 N, Orland, IN 46776, USA",Orland,IN,46776,Steuben County,41.7514150,-85.0977710,OPERATIONAL,4.5,248,Manapogo RV Campground,business,"5495 W 760 N, Orland, IN 46776, USA",Orland,IN,46776
Cobus Green,rv_park,"54152 Ash Rd, Osceola, IN 46561, USA",Osceola,IN,46561,Elkhart County,41.7079209,-86.0614997,OPERATIONAL,3.3,507,Cobus Green,business,"54152 Ash Rd, Osceola, IN 46561, USA",Osceola,IN,46561
Silo Farms Manufactured Home Community,rv_park,"11080 IN-1, Ossian, IN 46777, USA",Ossian,IN,46777,Wells County,40.9033801,-85.1692599,OPERATIONAL,3.6,132,Silo Farms Manufactured Home Community,business,"11080 IN-1, Ossian, IN 46777, USA",Ossian,IN,46777
Brown & Carrier Private Campground,campground,"5828 Wild Woodlawn Dr, Paoli, IN 47454, USA",Paoli,IN,47454,Orange County,38.4698083,-86.5453399,OPERATIONAL,5.0,1,Brown & Carrier Private Campground,business,"5828 Wild Woodlawn Dr, Paoli, IN 47454, USA",Paoli,IN,47454
GloWood Campground,campground,"9384 W 700 S, Pendleton, IN 46064, USA",Pendleton,IN,46064,Madison County,40.0024390,-85.8506430,OPERATIONAL,4.1,153,GloWood Campground,business,"9384 W 700 S, Pendleton, IN 46064, USA",Pendleton,IN,46064
Mystic Waters Campground,campground,"5435 W State Rd 38, Pendleton, IN 46064, USA",Pendleton,IN,46064,Madison County,40.0052048,-85.7771591,OPERATIONAL,4.8,369,Mystic Waters Campground,business,"5435 W State Rd 38, Pendleton, IN 46064, USA",Pendleton,IN,46064
Pendleton Mobile Home Park,rv_park,"800 Shawanoe Dr, Pendleton, IN 46064, USA",Pendleton,IN,46064,Madison County,40.0048249,-85.7570020,OPERATIONAL,3.3,37,Pendleton Mobile Home Park,business,"800 Shawanoe Dr, Pendleton, IN 46064, USA",Pendleton,IN,46064
Regency Mobile Home Park,rv_park,"106 Gregory Dr, Pendleton, IN 46064, USA",Pendleton,IN,46064,Madison County,40.0034262,-85.7114531,OPERATIONAL,3.3,38,Regency Mobile Home Park,business,"106 Gregory Dr, Pendleton, IN 46064, USA",Pendleton,IN,46064
Green Gable Village Mobile Home,rv_park,"150 W Warren St lot 32, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7449586,-86.0710504,OPERATIONAL,4.3,44,Green Gable Village Mobile Home,business,"150 W Warren St lot 32, Peru, IN 46970, USA",Peru,IN,46970
Hidden Creek Campground,campground,"1812 North State Rte 19, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7952579,-86.0529420,OPERATIONAL,4.8,96,Hidden Creek Campground,business,"1812 North State Rte 19, Peru, IN 46970, USA",Peru,IN,46970
