nome_propriedade,tipo,endereco,cidade,estado,cep,condado,lat,lon,status,avaliacao_media,total_avaliacoes,telefone,website
Brown & Carrier Private Campground,campground,"5828 Wild Woodlawn Dr, Paoli, IN 47454, USA",Paoli,IN,47454,Orange County,38.4698083,-86.5453399,OPERATIONAL,5.0,1,(502) 821-0551,
GloWood Campground,campground,"9384 W 700 S, Pendleton, IN 46064, USA",Pendleton,IN,46064,Madison County,40.0024390,-85.8506430,OPERATIONAL,4.1,153,(317) 967-3072,https://glowoodcampground.com/
Mystic Waters Campground,campground,"5435 W State Rd 38, Pendleton, IN 46064, USA",Pendleton,IN,46064,Madison County,40.0052048,-85.7771591,OPERATIONAL,4.8,369,(765) 221-1078,https://mysticwaterscampground.com/
Pendleton Mobile Home Park,rv_park,"800 Shawanoe Dr, Pendleton, IN 46064, USA",Pendleton,IN,46064,Madison County,40.0048249,-85.7570020,OPERATIONAL,3.3,37,(765) 778-8282,
Regency Mobile Home Park,rv_park,"106 Gregory Dr, Pendleton, IN 46064, USA",Pendleton,IN,46064,Madison County,40.0034262,-85.7114531,OPERATIONAL,3.3,38,(765) 374-6910,http://www.mparkhomes.com/
Green Gable Village Mobile Home,rv_park,"150 W Warren St lot 32, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7449586,-86.0710504,OPERATIONAL,4.3,44,(765) 473-5115,http://green-mobile-home.jany.io/
Hidden Creek Campground,campground,"1812 North State Rte 19, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7952579,-86.0529420,OPERATIONAL,4.8,96,(765) 480-2862,http://www.hiddencreekcampground.com/
Miami County 4H Fairgrounds,campground,"1029 W 200 N, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7917170,-86.0946780,OPERATIONAL,4.3,206,(765) 473-9656,https://miamicounty4hfair.com/
Mississinewa Lake Campground,campground,"4627 S 625 E, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.6995247,-85.9448932,OPERATIONAL,4.6,201,(765) 473-6528,https://indianastateparks.reserveamerica.com/camping/mississinewa-lake/r/campgroundDetails.do?contractCode=IN&parkId=570036
Mississinewa Reservoir,campground,"5613 E Mississinewa Dam Rd, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7096824,-85.9673227,OPERATIONAL,4.6,331,(765) 473-6528,https://www.in.gov/dnr/state-parks/parks-lakes/mississinewa-lake/
Misthaven Resort,campground,"4252 W 200 N, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7950913,-86.1530786,OPERATIONAL,4.4,300,(574) 601-0984,http://www.misthavenresort.com/
Wabash Flats Mobile Home Community,rv_park,"151 E Washington Ave, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7630538,-86.0708618,OPERATIONAL,4.1,120,(765) 460-5596,
Woodland Hills,rv_park,"2934 S 300 W, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7230630,-86.1322890,OPERATIONAL,3.4,136,(765) 472-7275,
Woody's Spillway Camp & Bait,campground,"5686 E 375 S, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7163280,-85.9629850,OPERATIONAL,4.7,205,(765) 473-6702,
Mobile Home Village,rv_park,"114 N Cox Ln, Petersburg, IN 47567, USA",Petersburg,IN,47567,Pike County,38.4966163,-87.2713775,OPERATIONAL,4.0,21,(812) 354-8450,https://www.mhvillage.com/
Petersburg Estates Mobile Home and RV park,rv_park,"2175 E Main St, Petersburg, IN 47567, USA",Petersburg,IN,47567,Pike County,38.4967254,-87.2603365,OPERATIONAL,5.0,5,(317) 660-2336,
Jellystone Park,campground,"1916 N 850 E, Pierceton, IN 46562, USA",Pierceton,IN,46562,Kosciusko County,41.2655323,-85.6706524,OPERATIONAL,4.5,754,(574) 594-2124,http://www.piercetonjellystone.com/
Woodland Trace MHC,rv_park,"3603 Clarks Creek Rd, Plainfield, IN 46168, USA",Plainfield,IN,46168,Hendricks County,39.7102546,-86.3690032,OPERATIONAL,3.2,51,(317) 818-9458,https://islandcommunities.com/community/woodland-trace/
Briarwood Estates,rv_park,"2706 Briarwood Ave, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3657466,-86.3193239,OPERATIONAL,1.0,3,(480) 903-2130,
Campers Roost,campground,"15983 12th Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3051911,-86.3665687,OPERATIONAL,4.4,18,(574) 936-9350,
Gatewood Estates Mobile Home Park,rv_park,"2403 Michigan Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.4438651,-86.3110803,OPERATIONAL,2.8,30,(574) 276-6828,
"Hidden Lake Paradise Campground, LLC",campground,"12589 Rose Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.2942480,-86.3958620,OPERATIONAL,4.1,85,(574) 936-2900,http://www.hiddenlakeparadise.com/
Oak Ridge Village Mobile Home Park,rv_park,"2401 N Michigan St, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3624877,-86.3132304,OPERATIONAL,4.5,2,(574) 936-9535,
Riverpark MHP Office,rv_park,"805 Baker St, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3518174,-86.2988248,OPERATIONAL,4.6,58,(574) 936-2535,https://www.riverparkplymouth.com/
Windmill Community,rv_park,"678 Windmill Dr, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3453065,-86.3323423,OPERATIONAL,4.5,17,(574) 540-2546,
"Yogi Bear's Jellystone Park Plymouth, IN",campground,"7719 Redwood Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3664782,-86.3887841,OPERATIONAL,4.3,845,(574) 936-7851,http://plymouthjellystone.com/
Ingram Manor MH Community,rv_park,"3801 County Line Rd, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5419208,-87.2180354,OPERATIONAL,4.0,134,(219) 338-4595,https://ingrammanormhc.com/?utm_source=Google&utm_medium=Organic&utm_campaign=GBP
Lakeshore Camp Resort,campground,"5300 Old Porter Rd, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5942924,-87.2074915,OPERATIONAL,3.7,1039,(219) 762-7757,http://www.lakeshorecampresort.com/
Marine Drive Estates,rv_park,"1930 Marine Dr, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5968589,-87.1939697,OPERATIONAL,3.5,26,(219) 299-1414,http://www.mparkhomes.com/
Oak Tree Village,,"254 Sandalwood St, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5956964,-87.1395119,OPERATIONAL,3.8,192,(219) 762-5611,https://yescommunities.com/community/oak-tree-village
Pleasant Valley Manufactured Home Community,rv_park,"2999 McCool Rd, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5696570,-87.1417567,OPERATIONAL,3.4,138,(219) 247-3035,https://www.pleasantvalley-mhc.com/
Woodland Village RV/MH Park,rv_park,"5757 US-20, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5922740,-87.1924474,OPERATIONAL,3.6,284,(219) 762-6578,http://www.wvrvp.com/
Oakwood Manufactured Home Community,rv_park,"1237 US-27, Portland, IN 47371, USA",Portland,IN,47371,Jay County,40.4577865,-84.9772033,OPERATIONAL,3.1,96,(260) 726-7705,https://www.bayshorehomesales.com/communities/oakwoodin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Paradise Point Campground,rv_park,"3965 W 550 S, Portland, IN 47371, USA",Portland,IN,47371,Jay County,40.3585268,-85.0576992,OPERATIONAL,4.1,141,(260) 726-9695,https://www.facebook.com/pages/Paradise%20Pointe%20Campgrounds/316717828398290/
Sunny Days,rv_park,"608 Blaine Pike, Portland, IN 47371, USA",Portland,IN,47371,Jay County,40.4264181,-84.9888340,OPERATIONAL,4.9,21,(260) 726-3273,http://www.sunnydaysmhc.com/
Parkview Estates,rv_park,"500 W Warnock St, Princeton, IN 47670, USA",Princeton,IN,47670,Gibson County,38.3640134,-87.5780160,OPERATIONAL,3.9,9,(812) 664-1250,
"Sandy Acres MHP, LLC",rv_park,"3212 W Sycamore St, Princeton, IN 47670, USA",Princeton,IN,47670,Gibson County,38.3531761,-87.6134489,OPERATIONAL,3.1,43,(920) 322-5151,https://www.rochesterpg.com/properties/sandy-acres/
Valley Court,rv_park,"811 W Broadway St, Princeton, IN 47670, USA",Princeton,IN,47670,Gibson County,38.3551718,-87.5761757,OPERATIONAL,2.5,8,,
Homeplace Campground,campground,"10800 Millgrove Rd, Quincy, IN 47456, USA",Quincy,IN,47456,Owen County,39.4471490,-86.7620552,OPERATIONAL,3.1,28,(317) 519-8757,https://homeplacecampground.com/
Indian Oaks Campground,campground,"10201 Tower Rd, Quincy, IN 47456, USA",Quincy,IN,47456,Owen County,39.4384334,-86.7564146,OPERATIONAL,4.5,113,(765) 720-8300,http://www.indianoakscamping.com/
The Retreat at Hickory Hills,rv_park,"9507 US-231, Quincy, IN 47456, USA",Quincy,IN,47456,Owen County,39.4286620,-86.7727949,OPERATIONAL,4.3,429,(812) 219-3876,https://theretreatathickoryhills.com/
Caboose Lake Campground,rv_park,"3657 US-24, Remington, IN 47977, USA",Remington,IN,47977,Jasper County,40.7652908,-87.1151984,OPERATIONAL,3.8,420,(219) 224-3055,http://www.cabooselake.com/
Brightstone Lake,,"2494 N 620 W, Rensselaer, IN 47978, USA",Rensselaer,IN,47978,Jasper County,41.0486149,-87.1659890,OPERATIONAL,4.7,40,(219) 964-3338,http://www.brightstonelake.com/
Little Creek Campground,rv_park,"10391 S 80 W, Rensselaer, IN 47978, USA",Rensselaer,IN,47978,Jasper County,40.8576399,-87.0607208,OPERATIONAL,4.2,65,(219) 866-8807,http://www.littlecreekcampground.com/
Deer Ridge Camping Resort,campground,"3696 Smyrna Rd Suite 8, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8681434,-84.8512534,OPERATIONAL,4.5,206,(765) 939-0888,http://deerridgecampingresort.com/
Fireside Mobile Homes Inc,rv_park,"1210 S Q St, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8082733,-84.8855972,OPERATIONAL,4.1,54,(765) 966-4502,
Grandpa's Farm Campground,rv_park,"4244 IN-227, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8882026,-84.8403297,OPERATIONAL,4.6,270,(765) 962-7907,http://www.grandpasfarmcamp.com/
Richmond KOA Holiday,rv_park,"3101 Cart Rd, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8701020,-84.8639546,OPERATIONAL,4.6,603,(800) 562-0611,https://koa.com/campgrounds/richmond/?utm_source=google&utm_medium=organic&utm_campaign=gbp
Richmond Mobile Home Park,rv_park,"3398 Salisbury Rd, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8756149,-84.9404384,OPERATIONAL,3.3,48,(765) 521-6462,
Richmond Mobile Manor,rv_park,"610 Indiana Ave, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8410128,-84.9135552,OPERATIONAL,4.3,68,(765) 373-3110,
Westridge Estates,rv_park,"810 Indiana Ave #15, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8404503,-84.9166560,OPERATIONAL,3.7,62,(765) 965-0533,
Beyonder Getaway Rising Sun,rv_park,"1343 Bellview Ln, Rising Sun, IN 47040, USA",Rising Sun,IN,47040,Ohio County,38.9736219,-84.8444885,OPERATIONAL,4.2,479,(812) 438-4500,http://beyondercamp.com/rising-sun-rising-sun-in/
RV Park at Rising Star Casino,rv_park,"777 Rising Star Dr, Rising Sun, IN 47040, USA",Rising Sun,IN,47040,Ohio County,38.9552066,-84.8499991,OPERATIONAL,4.4,119,(800) 472-6311,http://www.risingstarcasino.com/
Country Meadows Manufactured Home Community,rv_park,"929 Monarch Ln, Rochester, IN 46975, USA",Rochester,IN,46975,Fulton County,41.0496238,-86.2272833,OPERATIONAL,3.2,215,(574) 224-4663,https://www.bayshorehomesales.com/communities/countrymeadowsin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Four Seasons Manufactured Home Community,rv_park,"705 E 4th St #100, Rochester, IN 46975, USA",Rochester,IN,46975,Fulton County,41.0696536,-86.2050489,OPERATIONAL,3.7,103,(574) 223-6377,https://www.bayshorehomesales.com/communities/fourseasonsin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Lakeview Campground,campground,"7781 E 300 N, Rochester, IN 46975, USA",Rochester,IN,46975,Fulton County,41.0983448,-86.0982670,OPERATIONAL,4.6,117,(574) 353-8114,http://www.lakeviewcampground.net/
Rochester Manufactured Housing,rv_park,"1101 S Park Rd, Rochester, IN 46975, USA",Rochester,IN,46975,Fulton County,41.0630461,-86.2253381,OPERATIONAL,4.0,25,,http://rochester-housing.jany.io/
"Oakridge Campground, LLC",campground,"837 N Silverdale Rd, Rockport, IN 47635, USA",Rockport,IN,47635,Spencer County,37.8990661,-87.0630405,OPERATIONAL,4.3,52,(812) 686-0018,https://www.oakridgecampgrounds.com/
Covered Bridge Campground,campground,"215 S Erie St, Rockville, IN 47872, USA",Rockville,IN,47872,Parke County,39.7604920,-87.2247590,OPERATIONAL,3.9,56,(765) 569-5080,http://www.coveredbridgecampground.com/
Holiday Rest Campground,campground,"10365 E Shop Dr, Rockville, IN 47872, USA",Rockville,IN,47872,Parke County,39.7544180,-87.0421830,OPERATIONAL,4.4,48,,
Rockville Lake Park,campground,"828 Marshall Rd, Rockville, IN 47872, USA",Rockville,IN,47872,Parke County,39.7817232,-87.2132036,OPERATIONAL,4.4,247,(765) 569-6541,http://www.rockvillelake.net/
Running T Campground,campground,"264 S Coyote Run, Rockville, IN 47872, USA",Rockville,IN,47872,Parke County,39.7557560,-87.0381640,OPERATIONAL,4.8,41,(765) 344-1230,
Lakeland Manor Mobile Home Park,rv_park,"3322 E County Rd 900 N #302, Rome City, IN 46784, USA",Rome City,IN,46784,Noble County,41.4811701,-85.3606357,OPERATIONAL,4.4,13,(260) 925-1716,
Fairway Estates Mobile Home Park,rv_park,"308 N 3rd St, Rossville, IN 46065, USA",Rossville,IN,46065,Clinton County,40.4236743,-86.5971951,OPERATIONAL,4.2,5,(765) 652-0764,http://fb.me/FairwayEstatesMHP
Rushview Mobile Home Park,rv_park,"832 US-52, Rushville, IN 46173, USA",Rushville,IN,46173,Rush County,39.5923322,-85.4295531,OPERATIONAL,3.1,42,(765) 997-8748,http://rushviewmhp.com/
Russiaville Manufactured Home Community,rv_park,"380 W Chandler St, Russiaville, IN 46979, USA",Russiaville,IN,46979,Howard County,40.4135894,-86.2747955,OPERATIONAL,4.6,56,(765) 233-5039,http://www.russiavillemhc.com/
Hidden Paradise Campground,campground,"802 E Jefferson St, St Paul, IN 47272, USA",Saint Paul,IN,47272,Decatur County,39.4230205,-85.6246727,OPERATIONAL,4.0,374,(765) 525-6582,https://hiddenparadisecampground.com/
White Rock Park,campground,"7080 750 E, St Paul, IN 47272, USA",Saint Paul,IN,47272,Shelby County,39.4201736,-85.6314239,OPERATIONAL,4.6,700,(765) 525-3483,http://whiterockpark.com/
Historic Santa Claus Campground,campground,"16670 N County Rd 625 E, Santa Claus, IN 47579, USA",Santa Claus,IN,47579,Spencer County,38.1279720,-86.9383240,OPERATIONAL,4.5,46,(812) 393-0652,https://www.historicsantaclauscampground.org/
Santa's Cottages,campground,"1405 W Christmas Blvd, Santa Claus, IN 47579, USA",Santa Claus,IN,47579,Spencer County,38.1177307,-86.9669453,OPERATIONAL,4.7,328,(812) 937-5253,http://santascottages.com/
Sun Outdoors Lake Rudolph,rv_park,"78 N Holiday Blvd, Santa Claus, IN 47579, USA",Santa Claus,IN,47579,Spencer County,38.1214611,-86.9217150,OPERATIONAL,4.1,1329,(812) 937-4458,https://www.sunoutdoors.com/indiana/sun-outdoors-lake-rudolph?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing
Southern Lake County Conservation Club,campground,"24417 Tieble Rd, Schneider, IN 46376, USA",Schneider,IN,46376,Lake County,41.1744195,-87.4343892,OPERATIONAL,4.7,71,(219) 552-0873,
Act 3 Mobile Home Park,rv_park,"1137 S Riley Dr, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6685104,-85.7760620,OPERATIONAL,3.5,24,(317) 835-9697,
Amberly Pointe Mobile Home Park,rv_park,"1231 Birchtree, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6767988,-85.8070828,OPERATIONAL,3.3,114,(812) 752-1111,https://yougotithomes.com/community/amberly-pointe/
Ashmoor Campground,campground,"822 S Gardner St, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6741230,-85.7786238,OPERATIONAL,3.4,92,(812) 752-3460,
Hardy Lake Wooster Campground,campground,"County Rd 450 E, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.7731656,-85.6910463,OPERATIONAL,4.6,5,,
Jackson Heights MHP,rv_park,"1552 N Boatman Rd, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.7154541,-85.8118057,OPERATIONAL,3.2,16,(812) 752-2544,
Rosewood Pointe Mobile Home Park,rv_park,"550 Rose Walk, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6953309,-85.7718385,OPERATIONAL,3.9,16,,https://yougotithomes.com/community/rosewood-pointe/
Royal Mobile Home Park,rv_park,"719 W Curtsinger Dr Lot 31, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6691986,-85.7770940,OPERATIONAL,3.5,8,(833) 548-3647,
Scottsburg / Raintree Lake KOA Holiday,rv_park,"4577 IN-56, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6809308,-85.8608984,OPERATIONAL,4.6,392,(812) 752-4062,https://koa.com/campgrounds/scottsburg/?utm_source=google&utm_medium=organic&utm_campaign=gbp
Sunny Meadows Mobile Home Park,,"251 S Lake Rd N, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6892794,-85.7924650,OPERATIONAL,4.0,4,,
Indian Oaks Pointe Mobile Home Park,rv_park,"7236 Declaration Dr, Sellersburg, IN 47172, USA",Sellersburg,IN,47172,Clark County,38.3662977,-85.7577373,OPERATIONAL,3.4,335,(812) 246-3321,https://yougotithomes.com/community/indian-oaks-pointe/
Prairie Creek Reservoir Campgrounds,,"7801 S 560 E Rd, Selma, IN 47383, USA",Selma,IN,47383,Delaware County,40.1394216,-85.2792551,OPERATIONAL,4.4,187,(765) 747-4776,https://www.muncie.in.gov/topic/index.php?topicid=80&structureid=28
Hill Top Mobile Home Park,rv_park,"115 S Obrien St, Seymour, IN 47274, USA",Seymour,IN,47274,Jackson County,38.9596290,-85.8784790,OPERATIONAL,3.4,44,(812) 522-1987,http://hill-park-seymour.jany.io/
Kimberly Mobile Home Park,rv_park,"171 Kimberly St, Seymour, IN 47274, USA",Seymour,IN,47274,Jackson County,38.9490678,-85.9059342,OPERATIONAL,3.0,132,(812) 522-7856,
Lakeview Ministries,campground,"13500 W Lake Rd, Seymour, IN 47274, USA",Seymour,IN,47274,Bartholomew County,39.0699684,-86.0654816,OPERATIONAL,4.8,56,(812) 342-4815,https://www.lakeview.camp/
SpringHill Camps,campground,"2221 IN-258, Seymour, IN 47274, USA",Seymour,IN,47274,Jackson County,38.9795885,-86.0812119,OPERATIONAL,4.8,39,(812) 497-0008,https://springhillexperiences.com/camps/indiana/
Village Green Pointe,rv_park,"170 Central Park Ave, Seymour, IN 47274, USA",Seymour,IN,47274,Jackson County,38.9460784,-85.8766894,OPERATIONAL,3.1,108,(812) 929-6381,https://yougotithomes.com/community/village-green-pointe/
Weary Traveler,campground,"913 S Commerce Dr, Seymour, IN 47274, USA",Seymour,IN,47274,Jackson County,38.9494848,-85.8426816,OPERATIONAL,4.6,74,(844) 789-3279,http://www.wearytravelerrv.com/
Shadeland Estates,rv_park,"2351 IN-25 West, Shadeland, IN 47909, USA",Shadeland,IN,47909,Tippecanoe County,40.3716474,-86.9494546,OPERATIONAL,4.1,30,(765) 838-8840,http://www.shadelandestates.com/
B&K Mobile Home Park,rv_park,"845 Miller Ave, Shelbyville, IN 46176, USA",Shelbyville,IN,46176,Shelby County,39.5169172,-85.7891279,OPERATIONAL,3.2,12,,
Heartland Place Community,rv_park,"243 Heartland Dr, Shelbyville, IN 46176, USA",Shelbyville,IN,46176,Shelby County,39.5111695,-85.7991012,OPERATIONAL,4.0,5,(317) 840-5786,
Mobile Home Villa,rv_park,"1203 IN-44, Shelbyville, IN 46176, USA",Shelbyville,IN,46176,Shelby County,39.5179710,-85.7576675,OPERATIONAL,3.3,46,(317) 392-3064,https://justrightcommunities.com/2023/05/22/mobile-home-villa/
Westar,,"911 Hale Rd #118, Shelbyville, IN 46176, USA",Shelbyville,IN,46176,Shelby County,39.5142886,-85.7981252,OPERATIONAL,3.7,83,(317) 398-3648,https://yescommunities.com/community/Westar
Lakeside Manor Manufactured Home Community,rv_park,"8130 N 1150 W, Shipshewana, IN 46565, USA",Shipshewana,IN,46565,LaGrange County,41.7571934,-85.6511162,OPERATIONAL,3.8,122,(574) 891-3158,http://www.lakesidemanormh.com/
Shipshewana Campground South Park,campground,"1105 S Van Buren St, Shipshewana, IN 46565, USA",Shipshewana,IN,46565,LaGrange County,41.6621767,-85.5799564,OPERATIONAL,4.3,518,(260) 768-4669,https://shipshewanacampground.com/
Shipshewana North Park Amish Log Cabin Lodging & Campground,campground,"5970 IN-5, Shipshewana, IN 46565, USA",Shipshewana,IN,46565,LaGrange County,41.7255444,-85.5831457,OPERATIONAL,4.5,371,(260) 768-7770,http://shipshewanacampgroundnorth.com/
Shipshewana RV Park & Service Center,rv_park,"510 E Farver St, Shipshewana, IN 46565, USA",Shipshewana,IN,46565,LaGrange County,41.6701019,-85.5729832,OPERATIONAL,4.6,300,(260) 768-7627,https://shipshewanatradingplace.com/rv
Martin State Forest,campground,"14040 Williams Rd, Shoals, IN 47581, USA",Shoals,IN,47581,,38.6904800,-86.7287195,OPERATIONAL,4.6,246,(812) 247-3491,http://www.in.gov/dnr/forestry/4822.htm
Indian-Celina Lakes North Face Campground,campground,"Siberia, IN 47515, USA",Siberia,IN,47515,Perry County,38.1970252,-86.6054580,OPERATIONAL,4.6,33,,https://www.recreation.gov/camping/campgrounds/232027
Clear Water,rv_park,"62430 Locust Rd, South Bend, IN 46614, USA",South Bend,IN,46614,St. Joseph County,41.5875357,-86.2818139,OPERATIONAL,3.6,151,(574) 291-1247,https://www.suncommunities.com/indiana/clear-water?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing
Countryside Village South Bend,,"1001 S Mayflower Rd, South Bend, IN 46619, USA",South Bend,IN,46619,St. Joseph County,41.6629855,-86.3257086,OPERATIONAL,3.5,302,(574) 234-3243,https://www.yescommunities.com/community/Countryside-Village-South-Bend
Shamrock Hills RV Park,rv_park,"62600 IN-931, South Bend, IN 46614, USA",South Bend,IN,46614,St. Joseph County,41.5858030,-86.2587300,OPERATIONAL,5.0,1,(574) 298-4527,http://www.shamrockhillsrv.com/
Speedway RV Park,rv_park,"1714 Georgetown Rd, Speedway, IN 46224, USA",Speedway,IN,46224,Marion County,39.7895283,-86.2409456,OPERATIONAL,5.0,20,(317) 755-4202,https://indyrvpark.com/?utm_source=gbp
Owen-Putnam State Forest,campground,"2153 Fish Creek Rd, Spencer, IN 47460, USA",Spencer,IN,47460,,39.3208370,-86.8455640,OPERATIONAL,4.6,190,(812) 829-2462,https://www.in.gov/dnr/forestry/properties/owen-putnam-state-forest/
Timber Ridge Camp,rv_park,"1674 Timber Ridge Rd, Spencer, IN 47460, USA",Spencer,IN,47460,Owen County,39.2521787,-86.7385947,OPERATIONAL,4.9,87,(812) 829-2507,http://www.timberridgecamp.net/
Lawrence County Recreational Park,campground,"99 Moore Ln, Springville, IN 47462, USA",Springville,IN,47462,Lawrence County,38.9920224,-86.6114221,OPERATIONAL,4.7,225,(812) 275-0186,http://lcrptrails.com/
Temple Hills,campground,"425 E, Stendal, IN 47585, USA",Stendal,IN,47585,Pike County,38.2707086,-87.1955714,OPERATIONAL,4.9,12,(812) 476-1306,http://methodisttemple.com/contentpages/42189/b78a2dfb-9b0f-4010-8dbd-6c61a82af853/TempleHills.aspx
All My Family & Friends Campground,rv_park,"6888 E County Rd 600 S, Straughn, IN 47387, USA",Straughn,IN,47387,Henry County,39.8487937,-85.2544595,OPERATIONAL,4.4,197,(765) 332-2948,http://allmyfamilyandfriendscampground.com/
G Camping Site,campground,"Sullivan, IN 47882, USA",Sullivan,IN,47882,Sullivan County,39.1102093,-87.3930730,OPERATIONAL,4.7,14,(812) 268-6251,
Lake In the Pines,campground,"10412 N Dearborn Rd, Sunman, IN 47041, USA",Sunman,IN,47041,Dearborn County,39.2411836,-85.0090522,OPERATIONAL,4.5,90,(812) 623-2136,https://facebook.com/people/Lake-in-The-Pines/100063501106292/
Trees Mobile Home community,rv_park,"328 S Meridian St, Sunman, IN 47041, USA",Sunman,IN,47041,Ripley County,39.2345314,-85.0958251,OPERATIONAL,3.2,79,(812) 623-7508,http://www.treesmhp.com/
Carter Mobile Home Park,rv_park,"808 E Lyons St, Swayzee, IN 46986, USA",Swayzee,IN,46986,Grant County,40.5078048,-85.8173522,OPERATIONAL,3.7,14,(765) 259-3406,http://www.affordablehomecommunities.com/
Bayview an FR Community,rv_park,"400 S Harkless Dr, Syracuse, IN 46567, USA",Syracuse,IN,46567,Kosciusko County,41.4194410,-85.7394310,OPERATIONAL,3.6,143,(574) 457-4136,https://frcommunity.com/bayview/?utm_source=google&utm_medium=organic&utm_campaign=gmb
Country Meadows Mobile Home Park,rv_park,"72833 Co Rd 29, Syracuse, IN 46567, USA",Syracuse,IN,46567,Elkhart County,41.4375601,-85.7635906,OPERATIONAL,1.6,5,(574) 337-7000,http://www.countrymeadowsmhp.com/
Pine Crest Mobile Home Park,rv_park,"3680 E 1300 N, Syracuse, IN 46567, USA",Syracuse,IN,46567,Kosciusko County,41.4229200,-85.7749429,OPERATIONAL,3.8,17,(574) 457-5091,
Quaker Haven Camp,campground,"111 Ems D16C Ln #8051, Syracuse, IN 46567, USA",Syracuse,IN,46567,Kosciusko County,41.3669940,-85.7603930,OPERATIONAL,4.9,100,(574) 834-4193,http://www.quakerhaven.com/
Saddle Lake Recreation Area,,"Tell City, IN 47586, USA",Tell City,IN,47586,Perry County,38.0599440,-86.6588238,OPERATIONAL,4.4,37,,https://www.fs.usda.gov/recarea/hoosier/recarea/?recid=41528
Tipsaw Recreation Area,campground,"21387 Old State Rd 37, Tell City, IN 47586, USA",Tell City,IN,47586,Perry County,38.1538690,-86.6052986,OPERATIONAL,4.7,12,(812) 843-4890,
Briar Ridge,rv_park,"8725 Wabash Ave, Terre Haute, IN 47803, USA",Terre Haute,IN,47803,Vigo County,39.4900309,-87.2824750,OPERATIONAL,3.3,131,(812) 877-4009,https://rootsmg.com/community/briar_ridge_terre_haute_in
Castaways Estates Mobile Home Community,rv_park,"6051 S Sandstone St, Terre Haute, IN 47802, USA",Terre Haute,IN,47802,Vigo County,39.3933517,-87.3177158,OPERATIONAL,4.0,22,(812) 691-7018,http://www.1764communities.com/
Gaslight Estates Mobile Home Park,rv_park,"4501 Gaslight Pl #300, Terre Haute, IN 47802, USA",Terre Haute,IN,47802,Vigo County,39.4104291,-87.4237958,OPERATIONAL,3.2,58,(812) 240-0048,
Hawthorn Park Campground- Vigo County Parks,campground,"Unnamed Road, Terre Haute, IN 47803, USA",Terre Haute,IN,47803,Vigo County,39.4913207,-87.3271271,OPERATIONAL,4.2,73,(812) 462-3225,http://www.vigoparks.org/
